chr1	0	9873
chr1	31370	32610
chr1	38081	67090
chr1	72008	132772
chr1	142566	319083
chr1	330439	365658
chr1	370597	418205
chr1	423839	564092
chr1	570913	619095
chr1	624034	659138
chr1	681736	698244
chr1	716068	759585
chr1	796826	801450
chr1	814182	844814
chr1	856817	859120
chr1	919473	932341
chr1	937552	946846
chr1	951919	953502
chr1	1003833	1005125
chr1	1011687	1015197
chr1	1053736	1070396
chr1	1081434	1100483
chr1	1135313	1136887
chr1	1144089	1144705
chr1	1172420	1175825
chr1	1184102	1187291
chr1	1211234	1213815
chr1	1295915	1307109
chr1	1312562	1319090
chr1	1344693	1351799
chr1	1358824	1359507
chr1	1365167	1368902
chr1	1380262	1383068
chr1	1433582	1445522
chr1	1512644	1531387
chr1	1545166	1548794
chr1	1679438	1680670
chr1	1713508	1714724
chr1	1824526	1844265
chr1	1860842	1882751
chr1	1937276	1942651
chr1	1964192	1979908
chr1	2128214	2158133
chr1	2243652	2250695
chr1	2346010	2405753
chr1	2463684	2479358
chr1	2497267	2516188
chr1	2566481	2570806
chr1	2708230	2936045
chr1	2941467	2974180
chr1	3357185	3369146
chr1	3399677	3402505
chr1	3530059	3539555
chr1	3665937	3666964
chr1	3694546	3694783
chr1	3715068	3726644
chr1	3834011	3998671
chr1	4014643	4470110
chr1	4486744	4713104
chr1	4854183	5619768
chr1	5730315	5920731
chr1	6054533	6103980
chr1	6242194	6243079
chr1	6261679	6264188
chr1	6301502	6302251
chr1	6455826	6473293
chr1	6481979	6482847
chr1	6547529	6579406
chr1	6664929	6671755
chr1	6763966	6843383
chr1	7915565	7973930
chr1	8005225	8019713
chr1	8047342	8069778
chr1	8088393	8382389
chr1	8406227	8410463
chr1	8879699	8919058
chr1	8941943	9003892
chr1	9036503	9061358
chr1	9088404	9095004
chr1	9131887	9162475
chr1	9191250	9206345
chr1	9244451	9292862
chr1	9333394	9350940
chr1	9431590	9495727
chr1	9499837	9597527
chr1	9644831	9646931
chr1	9676935	9709789
chr1	9886550	9906333
chr1	9972316	9987775
chr1	10047556	10055254
chr1	10078078	10091040
chr1	10243296	10268763
chr1	10443661	10457084
chr1	10482201	10488158
chr1	10514060	10518602
chr1	10692815	10694665
chr1	10858733	11004529
chr1	11044094	11070678
chr1	11109296	11112648
chr1	11122091	11124675
chr1	11161938	11164587
chr1	11324608	11331254
chr1	11350491	11537294
chr1	11599640	11706417
chr1	11787914	11794141
chr1	11812828	11822461
chr1	11828573	11830138
chr1	11909840	11915520
chr1	11920992	11977644
chr1	11988485	11992723
chr1	12037599	12038237
chr1	12075572	12077298
chr1	12094106	12121433
chr1	12206264	12225059
chr1	12271277	12288112
chr1	12574098	12625938
chr1	12679820	12702565
chr1	12729097	12774117
chr1	12790726	12804162
chr1	12823102	12832983
chr1	12840048	12849545
chr1	12858777	12882467
chr1	12893264	12905235
chr1	12910237	12914940
chr1	12923764	12937032
chr1	12948025	12950726
chr1	12960094	12974449
chr1	12982568	12996301
chr1	13009406	13033542
chr1	13040381	13180959
chr1	13186326	13326195
chr1	13333692	13357818
chr1	13371057	13384646
chr1	13392765	13419175
chr1	13430191	13445413
chr1	13454656	13472052
chr1	13479569	13493253
chr1	13500259	13514065
chr1	13528943	13605430
chr1	13613550	13627937
chr1	13637299	13639972
chr1	13650988	13692888
chr1	13700405	13714087
chr1	13721064	13734906
chr1	13749803	13799444
chr1	13842242	13908251
chr1	13946452	14029349
chr1	14153574	14923212
chr1	15548974	15571767
chr1	15726622	15734390
chr1	15758839	15762937
chr1	15775153	15781222
chr1	15800586	15800595
chr1	15913605	15941952
chr1	15990217	15990765
chr1	15997537	16008826
chr1	16076292	16083254
chr1	16115084	16131656
chr1	16136194	16158709
chr1	16304627	16315618
chr1	16319647	16328730
chr1	16335184	16338522
chr1	16362545	16382263
chr1	16402127	16448831
chr1	16484582	16522598
chr1	16541104	16556181
chr1	16565659	16574558
chr1	16680948	16691524
chr1	16788584	16791930
chr1	16821196	16845079
chr1	16849153	16856892
chr1	16866669	16870433
chr1	16877482	16886921
chr1	16942100	16942756
chr1	16961841	16970068
chr1	16978915	17002765
chr1	17009823	17015712
chr1	17048652	17050060
chr1	17055850	17079128
chr1	17092975	17178899
chr1	17182971	17183443
chr1	17190486	17195439
chr1	17204031	17213040
chr1	17218245	17220645
chr1	17224720	17246444
chr1	17309173	17310452
chr1	17340423	17343224
chr1	17382665	17391255
chr1	17447948	17529620
chr1	17612727	17632689
chr1	17692495	17696740
chr1	17730195	17731250
chr1	17767059	17864329
chr1	18026370	18079807
chr1	18155558	18432239
chr1	18706977	18805423
chr1	18814480	18955499
chr1	19064632	19164092
chr1	19188155	19195923
chr1	19284826	19398999
chr1	19538746	19540157
chr1	19588622	19590475
chr1	19602568	19607056
chr1	19617280	19617740
chr1	19624230	19627201
chr1	19657794	19663266
chr1	19814066	19921470
chr1	19958315	19967722
chr1	19986949	19989779
chr1	20128410	20138521
chr1	20143771	20206887
chr1	20241437	20244799
chr1	20252110	20299923
chr1	20308932	20394700
chr1	20420394	20437142
chr1	20448059	20463822
chr1	20478879	20488483
chr1	20503687	20510577
chr1	20521942	20615411
chr1	20683387	20684293
chr1	20757287	20806883
chr1	20814728	20823940
chr1	20836674	20876931
chr1	20883513	20913443
chr1	20947400	20957947
chr1	21061133	21067170
chr1	21115181	21130784
chr1	21505381	21541739
chr1	21628362	21747600
chr1	21756300	21759832
chr1	21813393	21833857
chr1	21906905	21920707
chr1	21980348	22002791
chr1	22111688	22136757
chr1	22265750	22301417
chr1	22317847	22349706
chr1	22359715	22377119
chr1	22421436	22441797
chr1	22471519	22776343
chr1	22859650	22888003
chr1	22932087	22961117
chr1	22976603	22977681
chr1	22990029	23035330
chr1	23249347	23335326
chr1	23497517	23516387
chr1	23523222	23634275
chr1	23672853	23683940
chr1	23700330	23705554
chr1	23812750	23830919
chr1	23859712	23882420
chr1	23888285	23905984
chr1	23969056	24016268
chr1	24024915	24067855
chr1	24153949	24169571
chr1	24196859	24198459
chr1	24241817	24253559
chr1	24257637	24284300
chr1	24291949	24293572
chr1	24308953	24318925
chr1	24322957	24380530
chr1	24440665	24444260
chr1	24471775	24478646
chr1	24515765	24524729
chr1	24540180	24576722
chr1	24581803	24643811
chr1	24801473	24820822
chr1	24865510	24880566
chr1	24937818	24967593
chr1	25001772	25069759
chr1	25172815	25224001
chr1	25258770	25546766
chr1	25561013	25566739
chr1	25575985	25596980
chr1	25658936	25662788
chr1	25749363	25755387
chr1	25828698	25868075
chr1	25897377	25941958
chr1	26113258	26124666
chr1	26199744	26208676
chr1	26234993	26284257
chr1	26326648	26346270
chr1	26374604	26375795
chr1	26396125	26436267
chr1	26454039	26483510
chr1	26491119	26494387
chr1	26499364	26501980
chr1	26531033	26549810
chr1	26558331	26558692
chr1	26635195	26642410
chr1	26682621	26686124
chr1	26701266	26735268
chr1	26805133	26870342
chr1	26903520	27020521
chr1	27110601	27112453
chr1	27126894	27143536
chr1	27394034	27423299
chr1	27483621	27531765
chr1	27535868	27559006
chr1	27637124	27646635
chr1	27664891	27666482
chr1	27703315	27703595
chr1	27711805	27717147
chr1	27724317	27728733
chr1	27818678	27858755
chr1	27932143	27936800
chr1	27963727	27990571
chr1	28000724	28050489
chr1	28091423	28097693
chr1	28152963	28155251
chr1	28180183	28197054
chr1	28215193	28216048
chr1	28243236	28259503
chr1	28417148	28471676
chr1	28505455	28524789
chr1	28569564	28583962
chr1	28611002	28653512
chr1	28664478	28762660
chr1	28828881	28830454
chr1	28839404	28842744
chr1	28867708	28877528
chr1	28910383	28917006
chr1	28923088	28927608
chr1	28971604	28973111
chr1	28977246	28993239
chr1	29044115	29061132
chr1	29098287	29136653
chr1	29192208	29211602
chr1	29452421	29472249
chr1	29510637	29517384
chr1	29559454	29561027
chr1	29655325	30484798
chr1	30512456	31182123
chr1	31201593	31203314
chr1	31232683	31340312
chr1	31383480	31402352
chr1	31540564	31650591
chr1	31714734	31730414
chr1	31847923	31884659
chr1	31909527	31969838
chr1	31976167	31982035
chr1	31991846	32040085
chr1	32055287	32081300
chr1	32112838	32115847
chr1	32171768	32190717
chr1	32231648	32254024
chr1	32283580	32370021
chr1	32405988	32477294
chr1	32511482	32536502
chr1	32570467	32571643
chr1	32709311	32710817
chr1	32716461	32737711
chr1	32753766	32755707
chr1	32803840	32824870
chr1	32862062	32928657
chr1	32955459	33002771
chr1	33073542	33085306
chr1	33170361	33205511
chr1	33340082	33350097
chr1	33368953	33400049
chr1	33432286	33450675
chr1	33504512	33544713
chr1	33587995	33605471
chr1	33649671	33720173
chr1	33768320	33770366
chr1	33843194	33936231
chr1	33963995	33977608
chr1	34633443	34640552
chr1	34686731	35218647
chr1	35231325	35242163
chr1	35253967	35256598
chr1	35263348	35313962
chr1	35327417	35329036
chr1	35372984	35439299
chr1	35499569	35542971
chr1	35583455	35639980
chr1	35660743	35732567
chr1	35889545	35897090
chr1	36034380	36036970
chr1	36062927	36063142
chr1	36109445	36177476
chr1	36186790	36195712
chr1	36237551	36271827
chr1	36325490	36346809
chr1	36524063	36547675
chr1	36567850	36600169
chr1	36617115	36619802
chr1	36648441	36688016
chr1	36791755	36803224
chr1	36853485	36857030
chr1	36865493	36881506
chr1	36918086	36919361
chr1	36950915	37259127
chr1	37501844	37625163
chr1	37629235	37918479
chr1	37951978	37953560
chr1	37982420	37998049
chr1	38063586	38074950
chr1	38102595	38145241
chr1	38177391	38179645
chr1	38232824	38257773
chr1	38414729	38420651
chr1	38457761	38460441
chr1	38473187	38476383
chr1	38492497	38507522
chr1	38514450	38552902
chr1	38557001	38672705
chr1	38682439	39301868
chr1	39343770	39349478
chr1	39409456	39454915
chr1	39473737	39489966
chr1	39502308	39547838
chr1	39954810	39955317
chr1	40044521	40087102
chr1	40107348	40122792
chr1	40139710	40142644
chr1	40159089	40202516
chr1	40256533	40304705
chr1	40351177	40359095
chr1	40369687	40418783
chr1	40437628	40504254
chr1	40565142	40625040
chr1	40708593	40711572
chr1	40719365	40721721
chr1	40761856	40764162
chr1	40784981	40837377
chr1	40890998	40914336
chr1	40931390	40941301
chr1	40964015	40972432
chr1	40984214	40995232
chr1	41015841	41084351
chr1	41133324	41152751
chr1	41239275	41247683
chr1	41308124	41324727
chr1	41330018	41345313
chr1	41349427	41443006
chr1	41709815	41930607
chr1	41934699	41942445
chr1	41952344	41970035
chr1	42386496	42617091
chr1	42623495	42626361
chr1	42632395	42640209
chr1	42802903	42844467
chr1	42891900	42894000
chr1	42928086	42998559
chr1	43170020	43196763
chr1	43207925	43210005
chr1	43243413	43251660
chr1	43265901	43270722
chr1	43285059	43289248
chr1	43320146	43321292
chr1	43356460	43389045
chr1	43451029	43487219
chr1	43491308	43583818
chr1	43624067	43627844
chr1	43722029	43733664
chr1	43741673	43745556
chr1	43753250	43764565
chr1	43790781	43801474
chr1	43822135	43822625
chr1	43835409	43847578
chr1	43921918	43994546
chr1	44091343	44113796
chr1	44404912	44410477
chr1	44485012	44582521
chr1	44602809	44677124
chr1	44822939	44868959
chr1	45193263	45203489
chr1	45235438	45239245
chr1	45246412	45247256
chr1	45255426	45264035
chr1	45281801	45285937
chr1	45310616	45314193
chr1	45454394	45466219
chr1	45674250	45767581
chr1	45773291	45790544
chr1	45990562	46014454
chr1	46037723	46047659
chr1	46162108	46162406
chr1	46218485	46267284
chr1	46503796	46503811
chr1	46600380	46638748
chr1	46688928	46711366
chr1	46784447	46803848
chr1	46832824	46857938
chr1	46881520	46897498
chr1	46913374	46970667
chr1	46981886	47002367
chr1	47082805	47098710
chr1	47186736	47262669
chr1	47287021	47306766
chr1	47368147	47392845
chr1	47409156	47487239
chr1	47518423	47531159
chr1	47585992	47601106
chr1	47616526	47642921
chr1	47657771	47679962
chr1	47697443	47713810
chr1	47781819	47797468
chr1	47846511	47857449
chr1	47863215	47879743
chr1	47885724	47895806
chr1	47908363	48224199
chr1	48464562	48565386
chr1	48650100	48686356
chr1	48716316	48759043
chr1	48939876	48996526
chr1	50491626	50572593
chr1	50669540	50881222
chr1	50891119	50904934
chr1	51427936	51433641
chr1	51442309	51565905
chr1	51615754	51699944
chr1	51741119	51750929
chr1	51812785	51817934
chr1	51986995	52002296
chr1	52006401	52080545
chr1	52346609	52371627
chr1	52458436	52459412
chr1	52463712	52483803
chr1	52558388	52605765
chr1	52833877	52836500
chr1	52885992	52886947
chr1	53020762	53066042
chr1	53076723	53097065
chr1	53124737	53150013
chr1	53166038	53190130
chr1	53295013	53306182
chr1	53389591	53390900
chr1	53519289	53525723
chr1	53610289	53660100
chr1	53688289	53690563
chr1	53804889	53902042
chr1	53907693	53923071
chr1	53935158	53969905
chr1	54201877	54229133
chr1	54306225	54315391
chr1	54357487	54357860
chr1	54378759	54385233
chr1	54435841	54470970
chr1	54485859	54495348
chr1	54567416	54602667
chr1	54620679	54636026
chr1	54686056	54689103
chr1	54874068	55011806
chr1	55091200	55105426
chr1	55177939	55179494
chr1	55210328	55220570
chr1	55232226	55244751
chr1	55268941	55269735
chr1	55309937	55313299
chr1	55355883	55421541
chr1	55425614	55444464
chr1	55459966	55462616
chr1	55476465	55503148
chr1	55685128	55689313
chr1	55693396	55840198
chr1	55844525	55948543
chr1	55952645	56044709
chr1	56202675	56958418
chr1	57047257	57108989
chr1	57294593	57318442
chr1	57385894	57392882
chr1	57433688	57461578
chr1	58718211	58931598
chr1	58936677	58944390
chr1	59014446	59039094
chr1	59045166	59118410
chr1	59167747	59244462
chr1	59367384	59595607
chr1	59614479	59760624
chr1	60230402	60236466
chr1	60256501	60278532
chr1	60344050	60356979
chr1	60394423	60452823
chr1	60541442	61123302
chr1	61293256	61403915
chr1	61438448	61545533
chr1	61930460	62117913
chr1	62123800	62144718
chr1	62193095	62206148
chr1	62631591	62658473
